GrPetYear,pe,pb,peg,shr,revenue,opInm,eps,Assets,Equity,bvps,ROtA,5ROtA,10ROtA,bad5y,bad10y,Industrial,cur,old
4THDIM.NS,77.36,1.59,0.0,227.62,-57.89,-52.81,-61.74,-3.28,43.75,13.35,16.98,5.34,4.67,3,3,,INR,2015
5005.KL,23.69,2.06,0.95,2.01,6.74,135.67,0.0,7.51,10.79,10.58,8.11,5.27,5.15,1,2,,MYR,2013
5007.TW,16.49,2.77,2.03,0.03,1.17,3.3,1.59,2.4,4.84,4.83,12.54,11.25,12.31,0,0,,TWD,2013
5008.T,22.66,1.29,2.68,-0.0,-2.38,10.29,30.77,-2.85,3.55,3.55,2.41,1.83,1.49,1,4,,JPY,2013
5009.T,5.24,1.14,0.02,-1.1,-4.96,-5.47,7.41,-0.87,2.49,2.51,10.54,4.11,3.75,1,1,,JPY,2013
5009.TWO,11.58,2.05,0.07,-1.19,1.59,27.71,25.52,3.01,3.47,3.51,7.99,3.09,2.64,2,3,,TWD,2013
5011.T,8.43,0.8,5.81,0.55,3.73,11.35,16.84,5.65,10.61,10.55,7.76,5.77,6.55,1,2,,JPY,2013
5012.KL,4.64,0.83,3.34,-0.1,12.3,25.55,14.9,5.0,6.36,6.37,11.85,6.49,6.61,2,3,,MYR,2013
5013.T,12.47,0.41,-0.12,-100.0,6.37,0.67,-100.0,5.47,4.09,4.09,1.77,3.27,3.8,1,1,,JPY,2014
5014.KL,32.41,1.51,0.28,2.78,-2.96,-0.59,-13.59,7.06,5.27,5.13,3.89,-3.02,2.41,2,3,,MYR,2013
5015.T,42.28,2.07,-0.67,-0.0,-1.97,-11.34,-9.89,-0.8,-0.6,-0.6,4.49,10.19,11.36,1,1,,JPY,2013
5017.T,5.87,0.29,-0.06,-100.0,2.14,0.0,-100.0,-1.33,-0.55,-0.55,2.69,-0.03,-0.83,1,4,,JPY,2014
5018.T,17.01,0.59,-0.17,-100.0,2.77,-5.78,-100.0,5.57,6.91,6.91,4.16,4.12,5.2,2,2,,JPY,2014
5019.T,3.42,0.53,-0.37,7.13,7.25,15.34,15.86,5.54,9.69,9.04,6.03,3.48,1.89,2,3,,JPY,2014
5020.T,8.69,0.54,-0.14,2.46,2.14,3.1,4.82,2.77,3.3,3.22,4.13,2.68,1.17,1,3,,JPY,2014
5021.T,4.32,0.62,-0.08,1.47,3.17,0.0,0.0,6.01,25.44,25.07,5.3,3.68,2.75,1,2,,JPY,2016
5031.KL,24.08,3.32,1.77,0.63,11.45,17.47,-4.35,6.63,4.98,4.94,11.11,9.88,12.8,0,1,,MYR,2013
5032.KL,21.16,1.31,-0.33,0.61,-1.36,2.08,-2.82,3.25,5.55,5.52,6.83,11.1,12.05,0,0,,MYR,2013
5053.KL,4.88,0.38,0.46,3.97,40.66,33.98,5.06,14.22,9.09,8.74,4.41,4.37,5.07,0,0,,MYR,2013
5072.KL,41.8,0.44,-1.67,10.52,4.05,13.95,11.31,2.65,3.81,3.45,7.69,4.31,1.07,3,4,,MYR,2013
5074.T,11.4,0.95,1.92,-4.92,5.64,50.55,140.92,16.78,53.63,56.41,3.09,1.89,1.89,1,1,,JPY,2019
5099.KL,-1.53,-0.61,-0.09,4.27,2.59,0.0,0.0,1.23,0.0,0.0,-17.23,-11.55,-3.56,3,3,,MYR,2013
50GP.L,0.0,0.0,0.0,-100.0,7.64,6.0,-100.0,15.12,21.68,21.68,27.53,17.4,18.51,0,0,,GBP,2013
5101.T,10.84,0.79,-0.36,-0.06,4.06,2.19,3.15,6.49,9.53,9.54,4.55,5.21,4.97,0,1,,JPY,2013
5102.KL,21.82,1.54,-3.27,1.09,13.97,31.39,50.19,10.23,19.54,19.33,4.12,7.65,4.75,0,3,,MYR,2013
5105.T,7.01,0.88,0.44,2.16,3.33,1.88,14.61,3.66,9.85,9.64,8.12,5.25,3.68,1,2,,JPY,2013
5106.KL,19.8,1.17,-1.39,6.67,8.08,7.51,-0.14,11.35,10.72,10.05,4.47,5.23,5.31,0,0,,MYR,2013
5108.T,11.95,1.3,-0.12,-100.0,1.58,0.08,-100.0,3.7,5.66,5.66,6.44,5.76,6.42,1,1,,JPY,2013
5110.SR,7.51,0.37,0.72,0.02,8.13,28.46,10.48,6.3,18.39,18.38,3.16,1.5,1.22,3,4,,SAR,2013
5110.T,133.71,0.66,-1.96,0.03,3.87,-11.15,-15.94,3.91,5.77,5.76,0.82,2.32,3.9,1,2,,JPY,2013
5121.T,5.16,0.61,-0.05,-100.0,3.75,6.18,-100.0,2.73,5.38,5.38,10.3,5.26,5.26,2,2,,JPY,2014
5122.T,13.47,0.93,-0.13,-100.0,2.77,8.25,-100.0,5.49,6.16,6.16,4.32,4.9,5.06,0,0,,JPY,2014
5138.KL,11.75,0.82,-1.64,-0.0,6.99,7.63,8.97,1.24,0.03,0.03,8.69,5.03,5.1,2,2,,MYR,2013
5139.KL,6.83,1.13,0.12,3.0,14.05,9.66,8.17,17.17,19.92,19.34,3.6,3.34,3.86,0,0,,MYR,2013
5140.KL,6.93,1.14,0.12,-0.01,14.37,11.92,8.24,16.61,8.14,8.14,5.05,3.37,4.87,2,2,,MYR,2012
5141.KL,16.29,1.11,0.13,3.27,6.62,2.09,-5.73,10.17,8.99,8.7,6.26,0.56,3.32,1,3,,MYR,2013
5142.T,-18.59,0.49,0.19,-100.0,-0.66,0.0,-100.0,1.35,1.04,1.04,0.25,1.78,2.04,2,2,,JPY,2014
5148.KL,20.07,0.23,0.15,1.71,-5.39,-9.11,-20.97,3.23,1.31,1.29,0.65,0.12,1.69,2,3,,MYR,2013
5151.KL,64.53,13.38,2.4,29.28,22.16,35.16,1.24,21.08,10.19,7.88,10.21,5.02,-4.26,2,5,,MYR,2012
5168.KL,-65.7,1.38,-5.02,1.58,25.36,35.32,31.7,23.64,23.55,23.18,51.21,27.75,22.52,1,0,,MYR,2013
5176.KL,17.03,0.98,0.0,1.01,5.02,-1.13,-8.3,8.07,6.99,6.92,3.44,4.08,6.6,0,1,,MYR,2012
5180.KL,238.18,0.44,0.89,1.94,-1.12,-11.54,-50.82,2.39,1.04,1.02,1.26,0.39,2.54,2,3,,MYR,2013
5183.KL,10.08,1.25,-0.71,0.0,7.42,4.84,8.16,8.0,6.73,6.73,13.72,10.91,10.53,1,1,,MYR,2013
5184.T,8.79,0.84,-0.09,-100.0,4.15,9.05,-100.0,7.0,12.57,12.57,6.34,6.72,6.89,0,0,,JPY,2013
5185.T,10.98,0.66,-0.11,-100.0,2.78,-8.0,-100.0,2.8,2.44,2.44,3.15,0.77,1.99,2,3,,JPY,2014
5186.T,8.08,0.68,1.78,-0.38,5.05,18.4,7.79,6.36,6.94,6.97,7.02,6.01,6.46,0,0,,JPY,2014
5187.T,17.57,0.54,-0.58,-0.61,2.42,-1.23,-1.01,0.87,1.96,1.97,2.53,3.7,3.21,0,0,,JPY,2013
5191.T,11.91,0.52,0.12,-100.0,4.34,2.23,-100.0,1.03,-0.34,-0.34,0.3,-0.01,0.21,3,4,,JPY,2014
5192.T,17.69,1.51,0.31,-1.35,3.37,4.32,7.58,5.61,7.81,7.92,5.4,5.45,5.95,0,0,,JPY,2013
5195.T,11.2,0.82,-0.11,-100.0,1.16,4.58,-100.0,3.2,5.3,5.3,3.14,3.46,3.97,2,2,,JPY,2014
5196.KL,8.85,2.35,0.05,28.33,30.87,34.76,3.73,36.87,27.17,21.17,14.2,4.55,13.22,2,4,,MYR,2012
5199.KL,3.27,0.71,0.01,39.22,95.47,0.0,0.0,131.08,0.0,0.0,15.96,15.46,11.32,2,3,,MYR,2012
5200.KL,15.81,0.66,-1.58,6.88,-10.66,-4.94,-11.85,8.49,9.95,9.31,4.41,7.67,9.12,0,1,,MYR,2013
5201.T,-67.08,0.79,0.82,-0.93,4.93,-1.67,4.24,3.19,2.77,2.8,0.85,2.71,2.32,1,3,,JPY,2013
5202.T,-1.5,0.54,-0.01,0.07,2.6,10.16,6.4,0.31,-5.73,-5.72,-1.42,-0.81,-1.41,3,5,,JPY,2014
5203.TW,37.29,1.56,0.29,-2.23,-4.59,-14.43,-12.12,-0.97,-0.39,-0.4,3.15,2.61,5.45,1,1,,TWD,2013
5204.KL,-52.58,1.91,-0.35,6.94,-2.35,-14.87,-24.8,17.62,9.72,9.09,1.0,-1.13,-2.09,2,7,,MYR,2011
5204.T,22.58,0.26,-0.25,2.0,-0.43,9.01,3.22,2.0,4.09,4.01,1.52,0.8,0.84,2,3,,JPY,2014
5208.T,12.87,0.78,-0.49,-0.68,3.92,9.47,-3.33,1.67,1.24,1.25,4.98,3.75,4.47,1,1,,JPY,2014
5210.KL,3.88,0.54,0.17,1.04,1.67,8.12,4.61,3.23,1.87,1.85,6.25,-0.53,-0.48,1,3,,MYR,2013
5210.T,-1.47,0.28,0.02,-0.31,-1.03,0.0,0.0,0.48,-3.2,-3.21,-10.21,-3.13,-1.06,2,3,,JPY,2013
5211.KL,13.66,0.73,0.16,5.14,1.07,-5.62,-13.2,9.94,9.98,9.49,2.64,2.46,4.31,0,2,,MYR,2013
5212.KL,11.43,0.95,0.02,0.17,4.43,6.79,-0.93,4.52,1.59,1.59,4.74,2.33,4.61,2,2,,MYR,2013
5213.TWO,43.45,1.2,-0.43,-100.0,-7.81,-12.08,-100.0,10.74,2.98,2.98,0.53,1.27,2.44,3,3,,TWD,2013
5214.T,15.49,0.45,3.83,-0.74,1.37,4.39,12.3,0.78,0.78,0.79,3.79,1.46,1.63,1,2,,JPY,2013
5215.TW,11.79,0.91,-0.25,1.54,5.28,22.74,18.83,7.9,7.2,7.09,6.88,11.12,8.05,0,2,,TWD,2013
5216.KL,16.61,3.52,0.58,2.54,-2.96,-10.09,-12.76,19.18,23.88,23.29,2.69,9.48,21.96,2,3,,MYR,2012
5218.KL,-0.18,-0.17,-0.0,12.04,-6.56,0.0,0.0,-7.89,0.0,0.0,-25.49,-22.86,-11.67,3,4,,MYR,2013
5218.T,14.81,0.78,0.33,0.01,0.9,0.0,0.0,1.18,1.75,1.75,3.51,0.8,-0.03,1,3,,JPY,2013
5222.KL,5.24,0.87,0.42,0.0,8.21,2.87,3.29,-1.49,-0.59,-0.59,7.74,1.44,1.53,2,5,,MYR,2013
5222.TW,52.15,6.68,5.02,2.21,31.31,0.0,0.0,37.71,44.05,43.1,10.45,12.13,1.95,0,2,,TWD,2013
5225.KL,22.45,1.83,-1.5,0.86,11.5,10.0,9.07,6.6,4.21,4.17,4.76,3.06,3.5,1,1,,MYR,2013
5225.TW,5.96,1.22,11.97,0.05,10.49,2.63,1.27,8.72,2.41,2.41,6.47,2.51,4.52,1,1,,TWD,2013
5226.KL,8.44,0.31,0.33,6.8,-2.03,-8.43,-11.93,8.35,7.94,7.44,1.51,1.1,2.4,1,3,,MYR,2013
5227.KL,12.63,1.53,0.08,0.53,2.89,6.45,2.09,0.55,0.86,0.85,7.45,5.25,5.54,0,0,,MYR,2013
5232.T,-22.22,0.69,0.22,-100.0,-1.53,0.0,-100.0,1.02,1.95,1.95,0.68,2.51,3.3,1,1,,JPY,2014
5233.T,-9.49,0.66,0.09,-100.0,-0.41,-26.41,-100.0,2.51,8.36,8.36,-0.05,2.77,3.33,1,1,,JPY,2014
5234.TW,38.63,5.15,-1.04,-0.2,0.83,0.14,0.41,4.6,5.26,5.27,9.47,14.29,12.75,0,0,,TWD,2013
5235SS.KL,14.02,2.47,0.24,1.57,1.48,0.09,-2.3,1.2,2.06,2.03,4.32,3.58,4.49,0,0,,MYR,2013
5237.KL,21.43,0.42,0.05,3.11,-14.84,-100.0,-14.92,-3.09,5.34,5.18,0.85,0.95,2.31,2,3,,MYR,2013
5243.KL,-46.23,0.8,4.67,19.19,-2.62,0.0,0.0,-2.53,-2.38,-1.99,-3.25,-4.04,-5.73,3,6,,MYR,2013
5246.KL,16.51,3.77,-1.32,0.92,2.12,5.96,4.73,4.44,8.25,8.18,24.66,23.43,-3.51,0,1,,MYR,2013
5247.KL,189.65,1.27,-0.03,1.62,6.89,0.0,0.0,10.4,11.03,10.86,-1.04,0.44,5.54,2,5,,MYR,2013
5248.KL,9.51,3.78,1.14,0.39,9.06,9.42,12.51,11.8,11.36,11.31,9.95,14.21,16.32,0,1,,MYR,2013
5249.KL,4.18,0.28,0.0,4.87,7.75,1.34,-4.98,14.17,7.88,7.51,1.74,1.91,3.38,0,1,,MYR,2013
5258.TW,12.78,3.51,0.06,3.86,18.79,25.88,20.57,18.21,14.41,13.88,12.04,2.33,4.1,1,3,,TWD,2013
5261.T,12.87,1.94,0.24,-0.0,0.45,4.75,-0.98,2.98,4.29,4.29,1.24,2.2,2.41,2,3,,JPY,2013
5262.T,8.97,0.47,10.03,-100.0,-1.24,-0.07,-100.0,2.88,4.63,4.63,3.56,3.87,4.25,0,0,,JPY,2014
5263.KL,16.56,2.76,1.14,-0.03,1.78,8.16,8.01,5.0,2.05,2.05,6.05,6.19,6.98,0,0,,MYR,2013
5264.KL,12.77,0.47,0.65,2.25,9.13,10.65,0.96,-2.7,5.41,5.29,1.56,1.34,1.31,0,0,,MYR,2013
5269.T,-57.21,0.5,1.08,1.62,3.01,-3.1,-3.46,3.81,4.34,4.27,1.18,1.54,1.56,1,2,,JPY,2013
5269.TW,34.12,4.86,-2.33,1.16,17.94,43.64,44.2,33.26,34.18,33.78,14.82,22.02,18.11,0,1,,TWD,2013
5273.T,9.92,1.16,-0.1,-100.0,3.54,6.12,-100.0,6.9,8.74,8.74,6.53,6.19,5.98,0,0,,JPY,2014
5274.KL,28.8,1.51,-0.45,0.03,1.88,4.86,-2.24,4.27,7.78,7.78,1.71,2.37,2.32,0,0,,MYR,2013
5274.TWO,57.86,35.35,0.96,1.31,27.36,34.47,30.57,24.52,22.81,22.51,40.73,34.9,30.9,0,0,,TWD,2013
5275.KL,-18.88,1.4,-0.36,5.83,16.44,0.0,0.0,30.11,21.71,20.52,-3.78,-0.66,3.43,3,3,,MYR,2015
5279.KL,-0.04,0.1,0.0,7.59,14.13,0.0,0.0,39.02,33.78,31.4,-17.21,-17.21,-17.21,3,8,,MYR,2013
5283.TW,11.99,2.01,-2.14,1.12,6.64,31.62,31.08,12.82,16.37,16.19,12.58,14.64,14.39,0,1,,TWD,2013
5284.KL,-2.51,0.23,0.01,-1.0,1.91,0.0,59.76,13.61,12.44,12.56,-4.63,2.5,4.15,2,3,,MYR,2014
5284.TW,24.55,2.9,-0.25,-100.0,6.0,10.65,-100.0,12.69,12.57,12.57,6.9,4.94,7.07,0,1,,TWD,2013
5285.KL,15.08,1.6,1.66,0.24,10.76,18.08,13.32,7.67,11.03,11.01,9.26,6.32,6.61,1,1,,MYR,2015
5285.TW,25.98,2.97,-3.21,3.82,10.73,16.49,11.5,11.45,11.77,11.34,7.54,6.09,6.33,1,1,,TWD,2013
5286.KL,19.8,1.18,7.82,2.61,20.57,11.7,5.03,43.67,50.26,48.98,6.67,10.18,16.03,0,2,,MYR,2015
5288.KL,10.26,0.35,0.09,-0.0,-2.42,-4.71,-9.3,6.65,13.39,13.39,2.07,1.54,3.03,1,2,,MYR,2015
5288.T,5.77,0.56,-0.06,2.44,5.91,5.25,-100.0,6.48,7.14,6.97,2.97,3.22,3.3,0,0,,JPY,2014
5288.TW,12.34,2.96,0.25,1.57,9.77,15.15,10.98,15.42,12.92,12.72,12.22,11.69,12.82,0,0,,TWD,2013
5289.TWO,14.84,3.64,0.74,2.05,15.59,24.4,20.6,18.16,18.02,17.65,19.99,17.71,16.55,0,0,,TWD,2013
5290.T,11.15,1.38,0.88,2.14,8.09,34.65,-12.15,2.86,9.98,9.77,9.01,9.1,9.1,0,0,,JPY,2019
5292.KL,43.57,8.67,2.61,0.04,28.63,45.72,32.84,26.01,35.96,35.94,23.38,20.48,18.61,0,0,,MYR,2016
5299.TWO,15.0,2.22,-1.48,1.72,15.18,49.28,39.2,19.03,16.76,16.48,20.79,20.36,12.99,0,4,,TWD,2013
5301.KL,41.43,6.04,0.87,3.45,15.23,29.49,19.9,69.72,70.95,68.58,11.06,28.48,28.48,1,1,,MYR,2018
5301.T,10.31,0.97,0.26,-0.02,14.46,42.68,38.3,13.57,9.26,9.27,4.9,9.62,5.33,2,5,,JPY,2013
5302.T,14.12,1.01,0.83,-0.32,1.82,23.73,18.86,3.09,4.37,4.38,4.32,7.41,3.66,1,4,,JPY,2013
5304.T,7.78,0.67,-0.08,-100.0,3.3,42.55,-100.0,5.82,6.9,6.9,6.15,9.79,5.04,2,4,,JPY,2014
5305.KL,9.33,1.01,-1.27,0.0,7.44,3.19,0.19,14.15,57.71,57.71,7.12,9.1,9.1,0,0,,MYR,2018
5310.T,18.88,1.41,1.18,0.13,4.92,20.46,0.0,2.2,3.77,3.77,5.81,5.03,3.19,0,3,,JPY,2013
5331.T,7.83,0.61,0.74,-0.24,5.16,35.92,25.63,4.77,7.19,7.21,5.6,5.06,3.91,2,3,,JPY,2014
5332.T,18.27,1.57,-0.18,-100.0,2.66,0.45,-100.0,4.88,6.93,6.93,6.03,5.52,6.07,0,0,,JPY,2014
5333.T,9.37,0.81,-0.43,-0.57,6.83,4.67,8.84,5.9,7.41,7.46,6.32,4.97,5.25,0,0,,JPY,2014
5334.T,9.31,1.06,0.92,-0.76,6.11,6.26,8.99,7.83,7.23,7.29,7.61,6.64,6.53,0,0,,JPY,2014
5337.T,-28.11,2.81,-0.43,0.01,-3.39,13.84,0.0,-3.37,-3.31,-3.31,-3.31,-3.04,-2.21,3,7,,JPY,2013
5344.T,18.05,2.88,1.44,-0.01,6.46,22.06,21.59,9.04,9.98,9.98,13.95,10.88,8.29,0,1,,JPY,2014
5347.KL,14.57,0.9,-2.33,0.38,7.83,5.34,-3.54,8.47,5.84,5.82,1.69,2.13,3.68,0,1,,MYR,2013
5347.TWO,10.54,2.84,0.36,0.5,10.45,16.32,14.48,14.93,7.12,7.08,15.18,15.6,15.1,0,0,,TWD,2013
5351.T,6.27,0.76,0.11,-0.09,2.87,11.92,15.87,3.36,6.14,6.15,5.27,4.54,3.82,0,0,,JPY,2014
5351.TWO,-34.57,2.9,0.38,-0.07,-3.89,0.0,23.65,0.68,-0.67,-0.67,0.91,-1.35,-1.9,3,6,,TWD,2013
5352.T,11.52,1.06,0.43,-0.02,3.6,13.82,16.67,4.27,7.13,7.14,3.98,4.66,3.65,0,2,,JPY,2013
5357.T,9.94,0.95,-0.1,-100.0,3.85,14.72,-100.0,6.37,6.91,6.91,7.6,7.99,6.43,0,0,,JPY,2014
5363.T,7.3,0.45,-0.07,-100.0,4.28,14.09,-100.0,4.39,5.02,5.02,4.58,4.5,3.68,0,0,,JPY,2014
5367.T,9.56,0.64,-0.1,-100.0,3.45,13.72,-100.0,4.2,3.91,3.91,4.55,4.03,3.49,1,2,,JPY,2014
5371.TWO,13.95,1.32,0.79,-1.0,-4.13,3.63,3.39,-0.44,0.53,0.54,4.25,3.49,3.67,0,0,,TWD,2013
5384.T,8.13,1.25,0.52,-0.52,8.73,29.41,33.96,6.19,5.81,5.84,12.71,9.02,7.41,0,1,,JPY,2014
5388.T,14.42,0.63,-0.64,0.58,3.01,-0.22,1.55,6.02,6.94,6.9,5.25,6.52,6.52,0,0,,JPY,2013
5388.TW,13.94,3.13,0.12,0.97,14.51,12.36,6.79,14.21,8.46,8.37,4.38,3.48,4.62,0,0,,TWD,2013
5391.T,7.36,0.51,0.23,-0.17,-0.01,9.56,0.0,-2.1,9.4,9.41,2.68,3.56,2.57,0,2,,JPY,2013
5392.TWO,-48.37,0.71,0.55,4.19,11.76,0.0,-22.67,9.12,3.26,3.13,0.17,0.84,1.06,3,4,,TWD,2013
5393.T,8.21,1.15,0.08,0.12,5.2,12.08,14.32,6.9,10.8,10.78,8.97,7.26,6.23,0,0,,JPY,2013
5398.KL,15.86,1.09,0.41,1.77,2.62,7.51,2.61,8.39,8.18,8.04,4.01,3.47,4.66,0,1,,MYR,2013
53GW.L,0.0,0.0,0.0,-100.0,1.75,-0.09,-100.0,3.98,5.34,5.34,1.05,0.64,2.62,2,4,,GBP,2014
5401.T,3.97,0.66,0.45,1.42,4.18,12.82,12.23,3.4,5.05,4.98,7.44,2.43,2.52,2,2,,JPY,2014
5406.T,7.58,0.6,-0.08,-100.0,3.43,0.53,-100.0,2.57,3.53,3.53,2.39,1.18,1.2,1,3,,JPY,2014
5408.T,4.54,0.48,-0.05,-100.0,4.01,16.93,-100.0,2.1,7.0,7.0,5.13,3.63,9.13,0,6,,JPY,2014
5410.T,4.3,0.48,0.04,-100.0,6.73,0.0,-100.0,5.69,4.56,4.56,2.27,2.55,2.05,1,2,,JPY,2014
5411.T,7.08,0.54,-0.16,0.05,4.11,4.36,5.23,2.98,2.47,2.47,4.3,1.78,1.85,2,3,,JPY,2014
5423.T,4.85,0.83,4.93,-3.0,11.19,35.73,37.47,6.9,9.95,10.26,12.35,8.41,8.04,1,2,,JPY,2014
5425.TWO,12.53,2.86,0.22,0.38,9.24,13.02,20.69,9.0,5.48,5.46,12.98,8.89,7.73,0,0,,TWD,2013
543282.BO,0.0,0.0,0.0,-100.0,60.8,0.0,-100.0,100.18,146.12,146.12,5.42,5.67,5.67,3,3,,INR,2018
5434.TW,10.29,2.7,0.33,0.73,14.59,18.47,14.7,14.04,10.55,10.48,10.26,9.42,8.84,0,0,,TWD,2013
5439.TWO,22.2,3.39,-1.62,1.71,8.15,17.17,13.6,9.44,7.91,7.78,9.69,10.73,9.42,0,0,,TWD,2013
5440.T,7.13,0.48,-0.07,-100.0,8.22,20.07,-100.0,7.19,4.43,4.43,2.98,2.9,2.68,0,1,,JPY,2014
5444.T,5.97,0.88,0.09,-0.59,-0.78,30.06,24.78,5.79,6.8,6.84,11.19,6.15,5.14,1,1,,JPY,2014
5445.T,8.02,0.64,0.08,-100.0,3.58,3.48,-100.0,4.09,3.8,3.8,-1.12,2.66,2.79,2,3,,JPY,2014
5449.T,20.83,0.35,1.59,-0.0,6.06,2.13,8.66,4.85,2.36,2.36,1.3,1.55,2.27,1,2,,JPY,2014
5451.T,8.16,0.52,1.01,-0.97,3.8,8.41,15.07,2.12,2.78,2.81,4.14,3.24,2.41,0,2,,JPY,2014
5452.TWO,52.85,1.59,-0.87,-2.88,-1.78,7.96,8.2,-3.32,1.13,1.16,2.37,2.58,1.64,2,4,,TWD,2013
5457.TWO,8.11,2.32,-2.01,1.34,33.0,0.0,67.38,25.62,13.11,12.94,7.32,7.06,5.15,1,3,,TWD,2013
5463.T,10.61,0.82,-0.97,-0.68,8.02,4.57,7.2,3.03,3.38,3.41,6.85,4.91,4.66,1,1,,JPY,2014
5464.T,5.0,0.52,-0.05,-100.0,2.45,8.24,-100.0,4.45,6.89,6.89,7.48,6.41,5.75,0,0,,JPY,2014
5469.TW,6.22,0.88,-0.33,1.21,-0.74,0.0,0.0,3.22,11.07,10.94,6.17,4.93,2.93,0,3,,TWD,2013
5471.T,6.96,0.69,-0.07,-100.0,2.64,10.6,-100.0,3.71,5.27,5.27,4.22,2.98,2.62,1,2,,JPY,2014
5471.TW,24.02,2.44,-0.4,-0.32,-0.91,-1.09,1.31,0.73,1.08,1.08,14.26,16.08,13.16,0,0,,TWD,2013
5476.T,16.71,0.35,0.16,-0.0,1.04,0.0,0.0,0.28,-1.87,-1.87,1.06,-2.79,-1.1,1,3,,JPY,2013
5478.TWO,13.22,1.94,22.6,-0.51,-6.36,16.68,9.62,6.42,3.99,4.01,5.13,5.33,4.63,0,0,,TWD,2013
5480.T,3.19,0.79,-0.03,-100.0,5.81,36.11,-100.0,5.49,11.06,11.06,6.78,4.59,3.18,0,3,,JPY,2014
5481.T,7.28,0.7,-0.07,-100.0,10.41,17.1,-100.0,7.83,8.58,8.58,5.08,1.86,2.48,2,2,,JPY,2014
5482.T,23.62,0.29,0.68,0.03,2.06,-8.27,-7.01,4.69,4.45,4.45,0.67,1.77,1.69,2,3,,JPY,2014
5483.TWO,4.98,2.76,0.18,1.39,15.6,47.96,53.88,19.46,6.36,6.27,8.53,7.67,4.23,1,5,,TWD,2013
5484.TW,-57.54,2.59,0.54,1.94,-18.86,-0.32,0.64,-7.22,-7.27,-7.13,-10.97,-11.36,-8.95,4,7,,TWD,2013
5486.T,1911260682.28,89914766.38,14879436.24,2.0,6.48,5.67,-100.0,7.86,8.64,8.47,1.11,-0.05,2.54,2,3,,JPY,2013
5491.T,8.63,0.26,0.01,-0.0,2.87,-1.43,0.0,2.99,4.9,4.9,3.49,1.59,1.22,2,4,,JPY,2013
54GW.L,0.0,0.0,0.0,-100.0,-0.75,-3.04,-100.0,4.86,6.29,6.29,0.99,0.55,3.14,2,3,,GBP,2013
5512.TWO,-32.65,0.6,0.19,-0.61,10.2,-16.7,0.0,3.49,0.36,0.36,-0.34,0.55,1.23,3,6,,TWD,2013
5515.TW,16.91,0.76,-0.31,-0.94,-2.68,31.26,-16.97,-3.27,-2.87,-2.89,2.53,3.85,3.16,0,2,,TWD,2013
5519.TW,6.0,1.17,0.12,1.97,0.39,6.62,2.46,10.25,8.94,8.77,7.5,5.77,5.91,0,1,,TWD,2013
5521.TW,-63.54,0.71,0.92,2.72,0.56,-9.24,-23.41,-2.56,2.47,2.4,0.15,2.36,0.9,4,5,,TWD,2013
5522.TW,9.2,1.09,-0.97,-0.39,0.63,-1.05,-2.27,1.31,2.59,2.6,5.77,4.52,4.86,0,1,,TWD,2013
5525.TW,20.65,1.27,0.02,-1.41,6.99,1.59,1.27,8.01,2.83,2.87,3.58,3.17,3.82,2,3,,TWD,2013
5530.TWO,13.72,0.73,-2.3,0.59,-0.51,-1.61,-5.08,6.1,10.34,10.28,2.01,2.63,3.12,0,0,,TWD,2013
5531.TW,-10.44,0.94,0.09,-0.06,-17.84,0.0,0.0,3.4,0.57,0.57,-4.08,-0.68,1.07,2,5,,TWD,2013
5533.TW,5.06,0.57,-1.18,0.03,4.57,4.72,3.36,2.34,5.05,5.05,8.02,4.02,4.31,3,4,,TWD,2013
5534.TW,13.12,1.15,0.11,0.6,0.62,-4.68,-6.78,7.45,8.03,7.98,6.13,8.45,9.22,1,2,,TWD,2013
5536.TWO,8.1,2.34,0.03,0.09,14.05,22.3,16.92,16.23,11.28,11.27,7.15,7.72,6.39,0,1,,TWD,2013
5538.TW,12.21,1.12,-0.28,2.85,10.61,16.48,12.97,10.94,8.69,8.45,6.75,7.59,7.65,0,0,,TWD,2013
5541.T,-5.91,0.41,0.04,-0.01,-5.21,13.34,-2.21,-4.22,-4.42,-4.42,3.13,2.11,-5.09,3,4,,JPY,2014
5546.TW,-11.16,1.3,0.14,6.52,8.68,-8.61,-29.15,15.34,19.92,18.71,0.77,7.04,7.69,1,2,,TWD,2016
5563.T,7.74,0.59,2.66,3.18,4.28,5.75,11.38,4.31,2.36,2.29,7.59,0.87,0.95,1,3,,JPY,2013
558.SI,0.0,0.0,0.0,-100.0,13.34,14.65,-100.0,9.53,6.63,6.63,24.47,18.85,20.98,0,0,,SGD,2013
5602.T,5.9,0.39,0.1,-0.88,2.09,2.66,3.53,1.32,5.32,5.36,2.7,2.2,2.23,0,0,,JPY,2014
5603.T,11.49,0.34,-0.11,0.04,3.31,-12.96,0.0,4.83,3.03,3.03,-0.0,1.24,1.41,2,2,,JPY,2013
5607.TW,17.42,2.28,0.19,2.66,11.24,20.17,18.8,13.96,12.03,11.72,5.05,3.66,3.32,0,0,,TWD,2013
5608.TW,6.49,0.92,4.65,0.15,4.15,26.37,21.21,-1.71,1.99,1.99,8.09,1.82,0.02,3,6,,TWD,2013
5609.TWO,4.63,2.14,0.47,-0.33,12.58,36.41,39.31,12.6,14.55,14.6,24.3,15.59,10.16,1,3,,TWD,2013
5612.T,9.36,0.41,-0.09,-100.0,2.31,-9.78,-100.0,-0.07,-2.77,-2.77,1.66,-3.47,-0.95,1,1,,JPY,2014
